日付,種類,金額,カテゴリ,メモ
2025/10/21,支出,464,コンビニ,セブン-イレブン - 大阪日本橋３丁目 (支払い)
2025/10/22,支出,7903,水道光熱費,ｶﾞｽ ｵｵｻｶｶﾞｽ(ｶ)
2025/10/22,収入,21,ポイント還元,スシローお持ち帰りネット注文 (ポイント、残高の獲得)
2025/10/23,支出,220,手数料,手数料
2025/10/23,支出,50000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1134905
2025/10/23,支出,50000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1134905
2025/10/23,支出,194,コンビニ,デイリーヤマザキ - 淀川西中島 (支払い)
2025/10/23,支出,868,コンビニ,セブン-イレブン - 大阪日本橋３丁目 (支払い)
2025/10/23,収入,4,ポイント還元,セブン-イレブン (ポイント、残高の獲得)
2025/10/24,収入,248223,給与,振込 ｶ)ｾﾞﾛｲﾁ
2025/10/24,収入,1,ポイント還元,セブン-イレブン (ポイント、残高の獲得)
2025/10/24,支出,320,コンビニ,セブン-イレブン - 大阪西中島４丁目 (支払い)
2025/10/24,収入,4,ポイント還元,マクドナルド (ポイント、残高の獲得)
2025/10/24,支出,940,外食,マクドナルド - マクドナルド西中島南方店 (支払い)
2025/10/24,収入,2,ポイント還元,セブン-イレブン (ポイント、残高の獲得)
2025/10/24,支出,468,コンビニ,セブン-イレブン - 大阪西中島４丁目 (支払い)
2025/10/25,支出,130000,個人送金,送金 ｾﾌﾞﾝ-9419910
2025/10/25,支出,130000,個人送金,送金 ｾﾌﾞﾝ-9419910
2025/10/25,支出,660,手数料,手数料
2025/10/25,支出,220,手数料,手数料
2025/10/25,支出,50000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-9419910
2025/10/25,支出,50000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-9419910
2025/10/25,収入,9,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/10/25,支出,1859,食費,ファミリーマート - 池田木部町 (支払い)
2025/10/25,収入,1,ポイント還元,NEXCO西日本 (ポイント、残高の獲得)
2025/10/25,支出,365,交通費,NEXCO西日本 - 吉備サービスエリア上り線 (支払い)
2025/10/25,支出,2654,交通費,NEXCO西日本 - 吉備サービスエリア上り線 (支払い)
2025/10/25,収入,13,ポイント還元,NEXCO西日本 (ポイント、残高の獲得)
2025/10/25,収入,2,ポイント還元,NEXCO西日本 (ポイント、残高の獲得)
2025/10/25,支出,409,交通費,NEXCO西日本 - 権現湖パーキングエリア上り線 (支払い)
2025/10/25,収入,25,ポイント還元,スギ薬局グループ (ポイント、残高の獲得)
2025/10/25,支出,5163,ドラッグストア,スギ薬局グループ - スギドラッグ道頓堀東店 (支払い)
2025/10/26,収入,10000,給与,振込 ｲﾊﾗ ｼﾖｳﾀﾛｳ
2025/10/26,支出,220,手数料,手数料
2025/10/26,支出,42000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1113520
2025/10/26,支出,42000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1113520
2025/10/26,収入,6,ポイント還元,ローソン (ポイント、残高の獲得)
2025/10/26,支出,1338,コンビニ,ローソン - ローソンストア100浪速日本橋 (支払い)
2025/10/26,収入,33,ポイント還元,心斎橋PARCO (ポイント、残高の獲得)
2025/10/26,支出,6754,百貨店,心斎橋PARCO - やきとり正や心斎橋PARCO店 (支払い)
2025/10/26,収入,1500,受け取り,n (受け取った金額)
2025/10/27,支出,17283,奨学金返済,返済金 ﾆﾎﾝｶﾞｸｾｲｼｴﾝｷ
2025/10/27,支出,95310,家賃,振替 ｴﾎﾟｽｶ-ﾄﾞ
2025/10/27,支出,17809,カード引落,振替 ﾐﾂｲｽﾐﾄﾓｶ-ﾄﾞ
2025/10/27,収入,1,ポイント還元,BIZcomfortCafe 大阪江戸堀 (ポイント、残高の獲得)
2025/10/27,支出,380,カフェ,BIZcomfortCafe 大阪江戸堀 (支払い)
2025/10/27,収入,4,ポイント還元,ローソン (ポイント、残高の獲得)
2025/10/27,支出,916,コンビニ,ローソン - ローソンストア100浪速日本橋 (支払い)
2025/10/29,収入,4,ポイント還元,媛 (ポイント、残高の獲得)
2025/10/29,支出,890,食費,媛 - 故郷味の旅 (支払い)
2025/10/29,収入,4,ポイント還元,デイリーヤマザキ (ポイント、残高の獲得)
2025/10/29,支出,970,コンビニ,デイリーヤマザキ - 淀川西中島 (支払い)
2025/10/29,支出,4000,個人送金,ライキ (送った金額)
2025/10/29,支出,4000,個人送金,志村雄太 (送った金額)
2025/10/30,収入,16030,受け取り,志村雄太 (受け取った金額)
2025/10/30,支出,890,食費,媛 - 故郷味の旅 (支払い)
2025/10/30,収入,4,ポイント還元,媛 (ポイント、残高の獲得)
2025/10/31,支出,15000,現金入出金,振替: ｶ-ﾄﾞ 新大阪駅前
2025/10/31,支出,15000,現金入出金,振替: ｶ-ﾄﾞ 新大阪駅前
2025/10/31,収入,7,ポイント還元,デイリーヤマザキ (ポイント、残高の獲得)
2025/10/31,支出,1536,コンビニ,デイリーヤマザキ - 淀川西中島 (支払い)
2025/11/01,収入,37,ポイント還元,千一夜 (ポイント、残高の獲得)
2025/11/01,支出,7590,食費,千一夜 (支払い)
2025/11/01,収入,79,ポイント還元,なんばCITY (ポイント、残高の獲得)
2025/11/01,支出,15950,百貨店,なんばCITY - アダム　エ　ロペ (支払い)
2025/11/01,支出,734,百貨店,髙島屋 - 大阪店 (支払い)
2025/11/01,収入,3,ポイント還元,髙島屋 (ポイント、残高の獲得)
2025/11/01,支出,195,コンビニ,セブン-イレブン - 大阪日本橋３丁目 (支払い)
2025/11/01,支出,686,コンビニ,セブン-イレブン - 大阪日本橋３丁目 (支払い)
2025/11/01,収入,3,ポイント還元,セブン-イレブン (ポイント、残高の獲得)
2025/11/02,支出,1832,デリバリー,Uber Eats (支払い)
2025/11/02,収入,9,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/11/02,収入,21,ポイント還元,GEO (ポイント、残高の獲得)
2025/11/02,支出,4295,中古・買取,GEO - セカンドストリート堀江店 (支払い)
2025/11/03,収入,5000,受け取り,志村雄太 (受け取った金額)
2025/11/03,収入,3600,受け取り,ライキ (受け取った金額)
2025/11/03,支出,6000,個人送金,志村雄太 (送った金額)
2025/11/04,支出,15132,カード引落,振替 au pay ｶ-ﾄﾞ
2025/11/04,支出,3000,個人送金,志村雄太 (送った金額)
2025/11/04,支出,2801,デリバリー,Uber Eats (支払い)
2025/11/04,収入,13,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/11/05,支出,1000,個人送金,にゃー (送った金額)
2025/11/05,収入,6,ポイント還元,中華そばふじい (ポイント、残高の獲得)
2025/11/05,支出,1320,食費,中華そばふじい - なんば店 (支払い)
2025/11/05,収入,4,ポイント還元,タクシー車内決済(GO) (ポイント、残高の獲得)
2025/11/05,支出,900,タクシー,タクシー車内決済(GO) - 株式会社国際興業大阪　我孫子営業所 (支払い)
2025/11/06,収入,2,ポイント還元,セブン-イレブン (ポイント、残高の獲得)
2025/11/06,支出,578,コンビニ,セブン-イレブン - 大阪西中島４丁目 (支払い)
2025/11/12,支出,55,水道光熱費,水道 ｽｲﾄﾞｳ10ﾂｷﾌﾞﾝ
2025/11/21,支出,220,手数料,手数料
2025/11/21,支出,6334,水道光熱費,ｶﾞｽ ｵｵｻｶｶﾞｽ(ｶ)
2025/11/21,支出,10000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1113520
2025/11/21,支出,10000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1113520
2025/11/25,収入,247522,給与,振込 ｶ)ｾﾞﾛｲﾁ
2025/11/26,支出,29680,カード引落,振替 ﾐﾂｲｽﾐﾄﾓｶ-ﾄﾞ
2025/11/27,支出,17283,奨学金返済,返済金 ﾆﾎﾝｶﾞｸｾｲｼｴﾝｷ
2025/11/27,支出,95310,家賃,振替 ｴﾎﾟｽｶ-ﾄﾞ
2025/12/01,支出,1000,娯楽,- (期間限定ポイントの期限切れ)
2025/12/04,支出,64792,カード引落,振替 au pay ｶ-ﾄﾞ
2025/12/06,支出,30000,個人送金,送金 ib ｲﾊﾗ ｼﾖｳﾀﾛ
2025/12/06,支出,165,手数料,手数料
2025/12/06,支出,15000,個人送金,送金 ib ｲﾊﾗ ｼﾖｳﾀﾛ
2025/12/06,支出,165,手数料,手数料
2025/12/09,支出,55,水道光熱費,水道 ｽｲﾄﾞｳ11ﾂｷﾌﾞﾝ
2025/12/12,支出,3000,個人送金,送金 ib ｲﾊﾗ ｼﾖｳﾀﾛ
2025/12/12,支出,165,手数料,手数料
2025/12/15,収入,56000,給与,振込 ｻﾄｳ ﾚﾝﾔ
2025/12/15,支出,110,手数料,手数料
2025/12/15,支出,56000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1137999
2025/12/15,支出,56000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1137999
2025/12/22,支出,220,手数料,手数料
2025/12/22,支出,10000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1113520
2025/12/22,支出,10000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1113520
2025/12/25,収入,267524,給与,振込 ｶ)ｾﾞﾛｲﾁ
2025/12/25,支出,160000,個人送金,送金 ib ｲﾊﾗ ｼﾖｳﾀﾛ
2025/12/25,支出,165,手数料,手数料
2025/12/26,支出,36685,カード引落,振替 ﾐﾂｲｽﾐﾄﾓｶ-ﾄﾞ
2025/12/27,支出,220,手数料,手数料
2025/12/27,支出,200000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1113520
2025/12/27,支出,200000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1113520
2025/12/29,支出,17283,奨学金返済,返済金 ﾆﾎﾝｶﾞｸｾｲｼｴﾝｷ
2025/12/29,支出,95310,家賃,振替 ｴﾎﾟｽｶ-ﾄﾞ
2025/12/29,支出,20000,個人送金,送金 ib ｲﾊﾗ ｼﾖｳﾀﾛ
2025/12/29,支出,165,手数料,手数料
2025/12/29,支出,100000,個人送金,送金 ib ｻｲﾄｳ ﾋﾛｱｷ
2025/12/29,支出,165,手数料,手数料
2025/12/30,収入,101000,給与,振込 ｻｲﾄｳ ﾋﾛｱｷ
2025/12/30,収入,1000,受け取り,にゃー (受け取った金額)
2025/12/30,支出,500,手数料,CIC (支払い)
2026/01/01,支出,220,手数料,手数料
2026/01/01,支出,40000,個人送金,送金 ib ｲﾊﾗ ｼﾖｳﾀﾛ
2026/01/01,支出,165,手数料,手数料
2026/01/01,支出,100000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1125127
2026/01/01,支出,100000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1125127
2026/01/01,支出,10000,現金入出金,振替: PayPay (チャージ)
2026/01/01,支出,10000,現金入出金,振替: PayPay (チャージ)
2026/01/02,支出,1100,個人送金,にゃー (送った金額)
2026/01/02,支出,2100,個人送金,樹生 (送った金額)
2026/01/02,支出,1100,タクシー,ワンコインドーム - 1515 (支払い)
2026/01/26,支出,5000,日用品,
